form,sid,alt,de_text
werkzeug,12556292,1443751;5062998;637793,Boris findet das Werkzeug sehr hilfreich.
hütte,3418513,6760857;3418493;12188649,Nun ist die Hütte baufällig.
verbreitet,4321810,595688;12422732;12140512,Das Weltnetz verbreitet eine nützliche Information.
zelt,6383914,11144725;11809855;12938514,Im Zelt sind keine Lebensmittel gestattet.
verzichten,5977811,12125843;4261319;1409231,Bitte verzichten Sie auf Anfeindungen und Beleidungen.
verzweifelt,8195532,8646973;9984651;10571056,Ich bin verzweifelt und verwirrt.
erforderlich,2962904,3622843;10102409;8310845,"Es ist erforderlich, den Lösungsmittel-Durchsatz anzupassen."
derart,1989123,1989121;1989124;9141680,Wecken Sie nicht derart meine Hoffnungen.
tokyo,338288,608138;608139;744493,Dieser Lastwagen transportiert frische Lebensmittel von Aomori nach Tokyo.
erziehung,1832930,2208834;730828;2847906,Scott hat eine sehr strenge Erziehung genossen.
februar,9834701,1455883;1484375;11679727,Der Februar ist kürzer als der März.
wände,12147747,1860058;12217476;2507710,Die Wände tragen die Decke.
lastwagen,772416,2883308;338288;10513255,Ein Lastwagen raste die Straße entlang.
abgeben,2216152,4914200;3897683;6476612,Kann ich den Leihwagen abgeben?
landschaft,1268792,5419123;12495666;12825166,Plötzlich erhellte ein Blitz die nachtschwarze Landschaft.
wärme,13656077,4396222;602790;2085314,Die Wärme einer Umarmung spendet Trost und Geborgenheit.
saft,760466,1557202;1608889;12248609,Sie preßte Saft von mehreren Orangen aus.
momentan,1166378,2227087;819529;2712228,Die Realisierung dieses Planes wäre momentan verfrüht.
alphabet,13856408,3086540;13629913;13629889,Das italienische Alphabet hat insgesamt 21 Buchstaben.
pleite,5485024,7852030;12107825;2498258,Gegen Monatsende ist Tom meistens total pleite.
hansen,11069684,13257497;11114172;11093769,Dr. Hansen ist ein genialer Endokrinologe.
unschuld,1818993,788717;10468584;6686101,Sie beteuert weiterhin ihre Unschuld.
papst,2730375,2730357;3752806;654869,Papst Franziskus wird 2016 nach Rio zurückkehren.
praxis,5400889,1796025;8622546;9665720,Die Kinderärztin hat ihre Praxis im fünften Stockwerk.
aufsatz,1177139,1559054;13080862;787255,Schreiben Sie einen kurzen Aufsatz.
geldbeutel,13139235,3865844;11565573;938926,Denn der Geldbeutel deines Catulls ist vollständig der Spinngeweben.
mehl,12938573,12938575;580985;12869242,Eine Tüte Mehl wiegt ein Kilogramm.
verwechselt,3494977,7500319;1341476;13024175,Ihr verwechselt Ursache und Wirkung.
zurecht,943139,1103277;11456308;9265613,Kommt ihr ohne Englischwörterbuch zurecht?
operation,894838,9134326;3121161;10111650,Die Operation ist recht kompliziert.
parlament,1759647,399777;11432884;2754556,Das Parlament handelt wesentlich zügiger.
entschluss,3591330,7460458;8350840;8975722,Das ist ein weiser Entschluss.
hauptsächlich,8643285,1322356;13652774;13064554,Das Fotoalbum enthält hauptsächlich Familienfotos.
einzelnen,599342,2789990;8682240;3395210,Hiervon werden wir später im Einzelnen sprechen.
november,9392604,8307860;11321316;2718850,Heute ist der dreiundzwanzigste November zweitausendundsechzehn.
angetan,929293,12929802;1718634;1677656,Tiere haben es ihr angetan.
sonderlich,5442866,7861088;942255;10118102,Ich bin nicht sonderlich durstig.
roboter,1779139,977254;8787740;13930407,Roboter sollten keine Stärkungsmittel benötigen.
details,1518991,12619178;4701165;765615,Wegen weiterer Details rufen Sie Gisèle an.
sekunde,841034,927583;13395477;13395478,Bob erinnert sie: „6 Pence pro Sekunde.“
pfund,1174447,1418823;4159052;10146735,"""Vier Pfund fünfzig"", sagt Bob."
katastrophe,721140,8910489;12978839;1927473,Unglücklicherweise überlebten nur wenige Passagiere die Katastrophe.
niederlage,12412713,10339767;6986065;7778219,"Die Krieger kämpften tapfer, aber die Niederlage war unabwendbar."
zentrum,8120748,13988059;387021;5319706,Der „Dreifaltigkeitsplatz“ war das ursprüngliche Zentrum von Sankt Petersburg.
aktiv,9868997,11589720;12281364;1761186,Maria ist bei Youtube aktiv.
pommes,10063337,13155093;10030950;9991013,Pommes mit Mayo sind lecker!
künstliche,4740893,9846270;554594;2353541,Hat dich die künstliche Pflanze getäuscht?
versammlung,8105354,8487626;8898147;740313,Du hast die Versammlung verschoben.
übersehen,7552207,7552208;1529267;5207955,Ich hatte das Verkehrszeichen schlicht übersehen.
gelten,13286249,2347217;6633509;5083266,Die Niederländer gelten als tolerant.
erschossen,8431863,9004589;759251;12564418,Tom hat einen Tiger erschossen.
polen,5888935,679421;5144390;12497587,Jetzt überfliegen wir übrigens Polen.
maske,9357930,12553385;5227083;9167515,Setz dir die Maske auf!
eingestellt,11565438,3713932;5092865;1852363,Die Sendung wurde letzten Endes eingestellt.
zusammenhang,1668064,4928350;8801767;3371103,Besteht zwischen beidem ein Zusammenhang?
aussage,10770297,13730270;2040455;8467301,Ihre harmlose Aussage war eigentlich eine verschleierte Beleidigung.
dezember,6150324,2718808;11679727;8212651,Die Sowjetunion wurde am 26. Dezember 1991 aufgelöst.
beißen,626231,7780891;2123764;2696974,Die Letzten beißen die Hunde.
shirt,360782,4357073;8806457;11185511,Dieses Shirt muss gewaschen werden.
umwelt,1239592,2682489;5085826;8742841,"Der Schornsteinfeger ist der Sicherheits-, Umwelt- und Energieexperte."
anwesend,458649,7843367;10613231;10613234,Alle Mitglieder des Kabinetts waren anwesend.
cousin,369132,6631281;8679301;6207506,"Helen, dies ist mein Cousin."
italiener,958190,9844338;10503040;13701169,Von Geburt ist er Italiener.
held,3751997,518919;3431773;2701968,"Der große römische Held, Julius Cäsar, wurde ermordet."
schande,2365252,3274671;608529;13673260,"Weise ererben Ehre, doch Toren tragen Schande davon."
vorüber,756102,3500489;12869632;12869633,Da fährt eine wunderbare Kutsche vorüber.
hammer,5198409,1241845;8080238;9537102,"Nicht der Hammer schmiedet das Eisen, sondern der Schmied."
geige,3680432,6322899;575882;8096512,Sie übt jeden Tag Geige.
eng,12459154,7551847;12459155;1003607,Das Phönizische und Hebräische sind eng verwandt.
verfassung,7036260,9853357;1816483;691942,Die Verfassung schützt auch das Selbstbestimmungsrecht.
gift,7523149,6106265;1470217;379938,Tom hat versehentlich Gift getrunken.
gas,10016930,13322605;3997462;12422732,Wir heizen mit russischem Gas.
achtzehn,2519605,4750503;630255;2202493,Acht plus zehn sind achtzehn.
riesige,4827126,1569148;1892145;4436586,Hammerschläge hallen durch die riesige Höhle.
gänzlich,2650964,1418028;1655007;2130058,Diese Vermutung entbehrt jeglicher Grundlage und ist gänzlich haltlos.
rechtsanwalt,5962214,388613;6929282;3421255,Tom hat einen renommierten Rechtsanwalt engagiert.
pech,6093452,1532135;3120982;1218796,"Ja, die Römer hatten Pech."
anweisungen,4562017,2223555;12565930;7866556,Ich habe ihm ausführliche Anweisungen erteilt.
malen,8317384,4572869;718433;4645318,Ich liebe Malen und Zeichnen.
offenbar,1947981,4087631;7480312;8779271,Frau Brown ist offenbar Schauspielerin.
aufgewacht,13544837,1753661;4715137;9021266,Ich bin mit Magenbeschwerden aufgewacht.
logik,11238700,2140734;11971641;5704273,Die Logik ist die Anatomie des Denkens.
kostenlos,10998537,562467;13929930;5064052,Dieses Merkblatt kann kostenlos bezogen werden.
großbritannien,10496929,11552571;13493392;5862541,2018 war Großbritannien das drittgrößte Exportziel der Niederlande.
diät,754349,1709584;733778;10645671,Toms Diät führte zu Gewichtsverlust.
korb,6137433,6137441;714583;7586221,Lege bitte Socken in den Korb.
bequem,962256,5059730;4842094;1695024,Diese Stühle sind nicht bequem.
heilige,8190891,1514599;7040886;8638917,Der heilige Patricius ist der Schutzheilige von Irland.
benzin,11526623,8292714;1827122;756057,Warum ist Erdgas billiger als Benzin?
spuren,901629,1242750;11252824;3847453,Wir folgten den Spuren des Rehs.
sanft,9687912,3013050;5318869;13508719,Das Flugzeug ist sanft gelandet.
elend,518623,5389480;2365002;6079753,Durch den Taifun entstand viel Elend.
ungarisch,13038435,588586;13603519;13254617,"Estnisch, Finnisch und Ungarisch sind finno-ugrische Sprachen."
kommunikation,4125757,1490662;5548604;6396241,Achtzig Prozent aller Kommunikation ist nonverbal.
stich,12452459,8944633;11857774;2226010,Judit ließ uns im Stich.
werbung,12619473,9817161;2775827;1087120,Die Übergriffigkeit der Werbung störte viele Zuschauer.
übung,3125975,2066629;8096512;619377,"Körperliche Übung ist die beste Methode, Stress abzubauen."
unterhaltung,1808264,1695289;399922;437402,Die Tragödie ist die Unterhaltung des Adels.
meilen,708489,13973636;12393989;366921,Das Tal war zwanzig Meilen breit.
felsen,9976130,11244195;1834428;7079010,Die Wellen branden gegen die Felsen.
bezweifle,1453098,1766291;4341338;690722,Ich bezweifle die Echtheit dieses Dokuments.
weht,1512969,2765619;7525240;8117481,Es weht eine steife Brise.
untersuchen,12766378,2804437;7530888;5989194,Wissenschaftler untersuchen die larvenähnlichen Merkmale dieser Spezies.
bestimmten,13862018,8644385;13047911;13395841,Die Leistung ist nur unter bestimmten Bedingungen beziehbar.
schießen,968745,2994739;3152104;12388717,"Der Iran plant, einen Affen ins Weltall zu schießen."
vegetarier,9353628,1335250;12042611;2939124,Er ist Vegetarier. Er isst vegetarisch.
besprechung,8847714,8875621;1524035;8805395,Die Besprechung wird wohl abgesagt.
jupiter,10702216,3133335;11037683;7461112,Wie schleudert Jupiter einen Donnerkeil?
drogen,708233,3766509;2003911;6535130,Portugal hat den persönlichen Besitz von Drogen entkriminalisiert.
stieß,3364915,7060554;7060555;10362626,Er stieß einen lauten Hilferuf aus.
weitermachen,5887034,7080335;12418833;3326620,Ich kann so nicht weitermachen.
begraben,7696813,897699;10769217;5773550,Layla wurde bei lebendigem Leibe begraben.
verpflichtet,11232635,11395700;12590216;2924926,Tom ist zur Geheimhaltung verpflichtet.
güte,1795823,2417362;3410660;1706087,Schönheit ohne Güte ist wertlos.
einzelheiten,2152642,7969756;1179797;1238457,Die Gebrauchsanweisung beschreibt alle Einzelheiten des Fotoapparats.
französischlehrer,8968810,8968812;13475346;8264687,"Ich dachte, ihr wäret Französischlehrer."
liter,5968245,11058774;3603592;13340800,Ein Liter Wasser wiegt ein Kilogramm.
packte,860163,906522;9984686;638749,Er packte mich am Kragen.
waschmaschine,591424,2304878;10365423;3251280,Die Waschmaschine ist eine wunderbare Erfindung.
innen,10104958,2750159;12859362;4645420,"Was innen nicht glänzt, kann außen nicht funkeln."
wille,3150987,8372317;2406774;2729837,Guter Wille ist kein Erbe.
kreis,7065878,8247440;724906;12252204,Wir drehen uns im Kreis.
abenteuer,3229800,8705801;1948677;623829,Unsere Beziehung gleicht einem Abenteuer.
pilze,7193879,13462019;9525182;1788475,Diese Pilze sind nicht essbar.
kenntnis,8585928,7460843;2876999;1611749,Ich nehme es zur Kenntnis.
optimistisch,7456758,12992846;11787112;11787114,Tom klang nicht zu optimistisch.
moschee,2234370,2339372;3445127;13725704,Muslime beten in der Moschee.
spüren,3418081,2874696;674690;13264741,Ringsum ist die Waldeseinsamkeit zu spüren.
sommerferien,397764,4329690;6627038;7551914,Die Sommerferien beginnen im Juli.
briefmarken,1524693,605807;755449;1218176,Ich sammle Briefmarken als Hobby.
sünde,2826177,2826178;2163249;2163223,Ein leerer Beutel verleitet zur Sünde.
technik,11207426,2437859;363459;2042244,"Verkaufen ist nicht Technik, Verkaufen ist Emotion."
ärgern,12644391,1812229;6697289;13334465,Ärgern Sie sich über irgend etwas?
zwiebeln,8186264,8238408;8764988;13808676,Die Zwiebeln pellen und kleinhacken.
amt,6082620,719821;2126468;10073321,Er hat das Amt offiziell übernommen.
gestochen,12244873,1804921;3760551;4796734,Eine verdammte Mücke hat mich gestochen!
beruht,1989122,6682189;11137611;1409579,Der Preisanstieg beruht größtenteils auf Wucher.
schockiert,748827,748828;748829;12454265,Haben dich die Testergebnisse schockiert?
mahlzeit,1800134,3091622;6990036;1044035,"Na prost Mahlzeit, du lebst noch?"
ägypten,370486,6042618;12126155;13725238,Wir verbinden Ägypten mit dem Nil.
kugel,7027475,11778863;947246;435327,Den Teig zu einer Kugel formen.
wettbewerb,755754,8651231;4276146;1660148,Mary vertrat ihr Team beim Wettbewerb.
treu,1273600,3415542;8088425;12394982,Sie sind ihrem Herren treu ergeben.
wiese,1651023,8596719;1411645;2186291,In den engen Tälern ergrünte manche Wiese.
abwasch,12537596,1879037;3680874;596621,Geht und helft beim Abwasch.
zeitlang,13411802,7456778;10493345;7757563,Ich bin eine Zeitlang dageblieben.
hexe,1791454,6060819;11967296;6109889,Sie ist eine mächtige Hexe.
schlacht,4378955,1645203;5998604;8433178,Ein Schuss daneben beendet nicht die Schlacht.
david,12928041,6461006;1787837;5233701,David sang zu trauriger Musik.
leistung,1578733,1620945;13391715;9828541,"Leistung und Verantwortung gelten als Fremdwörter, Schlamperei ist Standard."
zwang,5296636,2293333;3869117;981307,"Sie zwang ihn, sich hinzusetzen."
klappe,12182351,10153849;13719945;8383399,Eine Klappe signalisiert den Beginn einer jeden Aufnahme.
jagen,10956198,7808254;13008519;5611869,Eichhörnchen jagen oft anderen Eichhörnchen hinterher.
hinterher,13724946,2618192;726927;1360718,Tom hinkt dem Zeitplan etwas hinterher.
mieten,5291938,816950;6843207;7150923,Ich möchte ein Bankschließfach mieten.
schrei,11502748,1332671;1890288;4486591,Ein schrecklicher Schrei hallte über das Moor.
ehrlichkeit,7764931,8102422;12084644;12084645,Ehrlichkeit ist eine wichtige Tugend.
parkplatz,2105190,7532435;13935255;1543566,Der Parkplatz vor der Bank war vollbesetzt.
eimer,12572536,398819;4967340;4967341,Der Eimer ist undicht. Nehmt diesen!
schweden,10543933,2111006;2869872;5221394,Norwegen und Schweden liegen nebeneinander wie Chile und Argentinien.
leiche,2886821,6137703;2118572;761206,Wir müssen diese Leiche verstecken.
umgang,5783152,3143826;11971832;1553258,Schlechter Umgang verdirbt gute Laune.
ausreichend,2226726,369588;677939;2085314,"Cleverness ist überall nützlich, aber nirgends ausreichend."
grundlage,1642435,522508;2826680;373565,Dieses Gerücht entbehrt jeder Grundlage.
lohn,12452321,10773879;13046372;442793,Die Starken werden verzehren der Schwachen Lohn.
abhalten,6643644,6864951;9650962;8975731,Ich werde dich davon abhalten.
rache,5193702,12071458;2911701;2971749,Vergebung ist die Rache des Großherzigen.
überprüfen,8986269,12339460;2839937;8060520,Er muss unsere Pässe überprüfen.
entfernung,13722481,3210383;11516383;5488137,Wie wurde die Entfernung ermittelt?
speisen,769377,12409240;2125183;2141625,Ist dieser Zahn empfindlich bei kalten Speisen?
partner,941321,759250;759251;1689411,Man sollte seinen Partner respektieren.
finnland,12858098,8212651;5221394;2140402,Rußland grenzt an Finnland und Nordkorea.
wilhelm,13718921,13719312;5320285;13725348,Wilhelm sammelte am Strand Müll.
unerträglich,6059350,7046822;10339358;2945286,Die Hitze war fast unerträglich.
schadet,5371807,929738;1785968;2664240,"Wer langsam spuckt, schadet seinem Bart."
veränderung,503635,9710518;1600958;5285695,Veränderung ist das einzig Konstante.
klimaanlage,4834548,13745344;10314815;639886,Ausgerechnet heute ist die Klimaanlage kaputtgegangen.
schlangen,8099784,12409355;4414946;5308086,Schlangen sind mitunter schwer zu entdecken.
kapitel,9325063,9325067;4735220;13931951,Lest bis Freitag das vierte Kapitel!
mord,772677,7888731;14011174;2949212,Wer hat diesen Mord begangen?
durcheinander,8289311,417926;783677;12152627,Du bringst den ganzen Fahrplan durcheinander.
islam,535942,2550679;11939469;12349718,Christentum und Islam sind zwei unterschiedliche Religionen.
herzlichen,82,8314378;2328493;2379944,"Herzlichen Glückwunsch zum Geburtstag, Muiriel!"
konto,13860440,5401628;6359975;12308850,Mein Facebook-Konto ist gesperrt worden.
schalte,8320862,8320863;8867951;9359601,Ich schalte die Lampe ein.
linda,6470631,6470660;5153538;2927246,Dan und Linda sind Zwillinge.
blühen,12574109,3950439;441640;5990176,Zu dieser Jahreszeit blühen Primeln.
klassenkameraden,1855462,4206170;7497524;5287079,Bob sprach Dankesworte im Namen seiner Klassenkameraden.
aufrichtig,2942472,2988098;3455629;3579662,Dankbarkeit muss immer aufrichtig sein.
sendung,2418439,2418447;2418449;476913,Nehmt die Sendung auf Band auf!
spur,11527641,11556711;3815770;12525754,Die Spur ist gut sichtbar.
nützt,1794578,5214193;8299235;1734331,Wem nützt eine Firma ohne Kunden?
daneben,4378955,1508146;1508411;2696974,Ein Schuss daneben beendet nicht die Schlacht.
passwort,1009300,11737692;7057381;1916341,Wir haben das Passwort unschwer erraten.
sonnenuntergang,13312825,11565442;1610964;2617262,Es dauerte von Sonnenauf- bis Sonnenuntergang.
ablehnen,2962062,496856;2634563;2699106,Werden wir Folter ablehnen und das Rechtsstaatsprinzip unterstützen?
aßen,1179560,6473578;762286;5116353,Wir aßen Zuckerwatte mit Himbeergeschmack.
sessel,10364876,4645841;8259392;867770,Dieser Sessel ist wirklich bequem.
entstanden,1697562,1812961;6143620;5466817,Die ersten Zivilisationen entstanden in Mesopotamien.
hinzufügen,13257891,6631253;10321657;5200219,Bitte keine Anmerkungen in Klammern hinzufügen!
original,608474,12574112;6173850;1516500,Diese Kopie weicht vom Original ab.
vorfall,446546,834895;2487402;698971,Wann ereignete sich der Vorfall?
sonnenbrille,6148618,2431961;9448493;9400848,Ich trage oft eine Sonnenbrille.
befehl,450743,12252066;2987867;2413529,Sie gehorchten dem Befehl ihres Führers.
